Entry number,Primary image,Volume and folio,Volume,Type,Script,Occupations [Synthesised],Occupations stated in main metadata,Additional occupations & titles in body of deposition,Stated activities in body of text,Expertise or relationships evident in body of text,Date of deposition. MODERNIZED; ENGLISH CALENDAR ,Ship specified in which shipped or supplied to ,Ship master or skipper of captain ,Town and/or province and/or county to which primary ship belonged [with which deponent associated],COMPOSITE BURTHEN [tons],Details of ship's lading and her laders; including value of lading; and freight charges,Documents [letters; books; journals; notes; verbal contracts]; Making & Use of documents,"Language, reading & writing skills, quantitative skills; weighing; navigation skills; mapping skills; schools",Financial structures [bills of exchange; lending; assurance]; Late payments for freight; Legal agreements; Verbal contracts; Bonds; Debts; Bankruptcy; Currency exchange; Bullion; Trading profit calculations,Current country,Street/Hamlet,Parish/Precinct/Liberty,Town/Borough,"County, Province or Region",Age,Year of deposition,First name,Middle names,Surname,Voyage nodal points
15799,21091023_144422,KaggleTestSnippet_HCA_1361_f.110r_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of the Hope of Amsterdam],Mariner; Master [of the Hope of Amsterdam],,,,,Hope of Amsterdam,Sivert Swetson alias Swartson [master],Amsterdam [Holland; United Provinces],,,,,,United Provinces,,,Der Schelling,Holland,32,1648,Swart,,Swartson,[Amsterdam [Holland; United provinces]/Bristol [England]/?]
16231,21091023_153458,KaggleTestSnippet_HCA_1361_f.400v_One.PNG,HCA 13/61,Signature,Roman,Mercator [merchant]; Part-owner [of the Greene Dragon],Merchant,Part-owner [of the Greene Dragon],,,,Greene Dragon,John Bowden,,,,,,,England,,All Hallows Staining,London,,42,1649,Henricus,,Sweete,[River Thames [London; England]
15806,21091023_144446,KaggleTestSnippet_HCA_1361_f.113r_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of the Hope of Amsterdam],Mariner,Master [of the Hope of Amsterdam],,,,Hope of Amsterdam,Sivert Swetson alias Swartson [master],Amsterdam [Holland; United Provinces],,,,,,United Provinces,,,Der Schelling,Holland,32,1648,Sivert,,Swetson,[Amsterdam [Holland; United provinces]/Bristol [England]/?]
15692,21091023_143120,KaggleTestSnippet_HCA_1361_f.36r.PNG,HCA 13/61,Signature,Roman,"Famulus [servant] and Apprenticius [apprentice] [of producent William Greene, probably a grocer]",Servant; Apprentice,,,,Apr 15th 1648,Merchant Adventure,(1) Thomas Gosling the elder (2) Thomas Gosling the younger,,,,,,,England,,,London,,20,1648,Stephanus,,Sykes,[River Thames]
15992,21091023_150046,KaggleTestSnippet_HCA_1361_f.210v_Two.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of the Diamond],Mariner,Master [of the Diamond],,,Nov 22nd 1648,Diamond,William Takely [master],,,LADING AT ARCHANGEL: LINNEN YARN; LINNEN CLOTH,,,,England,,,Ipswich,Suffolk,?,1648,Guilielmus,,Takely,[?/Archangel [Russia]/?/London [England]]
16401,21091023_154525,KaggleTestSnippet_HCA_1361_f.471v_One.PNG,HCA 13/61,Signature,Roman,Mariner; Captain and commander [of the ? of Amsterdam],Mariner,Captain and commander [of the ? of Amsterdam],,,,Captain Tasse's ship of Amsterdam [man of war],Arent Williamson Tasse [captain],Amsterdam [Holland; United Provinces],,,"""The commission and all the papers in the latten box nowe particularly shewed unto him were in his sayd shipp when she was taken by the sayd ship the Hector, and sayeth therre were not any other writings comissions instructions charter parties coquettes or bills of lading abord the sayd shipp when she was taken, nor any throwen over bord nor otherwise disposed of"" (HCA 13/61 f.471r); ""Hee this deponent and two others of his company were examined before the Magistrats of Yarmouth, and that the first of the examinations annexed to the interrogatoryes is the deposition of him this deponent taken before the sayd magistrats of Yarmouth, and is subscribed with the proper hand writinge of him this deponent, and the contents therof are true"" (HCA 13/61 f.471v); ""The paper written in Dutch, beinge the second schedule annexed to these interrogatoryes was in this deponents chest abord the shipp in question, when she was taken by the Hector, and this deponent did receive the same in the moneth of May 1648 and acted accordinge to the directions and instructions contayned in the sayd schedule soe longe as he went in the sayd shipp called the Princess Amelia, but when he lefte the shippe those instructions became voyd, and he was not to observe and followe the same in his voyage in which he was taken, but was to acte accordinge to the newe instructions in the boxe aforesayd nowe shewed unto him, dated the tenth of Aprill 1649"" (HCA 13/61 f.471v)",,,United Provinces [Holland],,,Amsterdam,Holland,40,1649,Arent,Williamson,Tasse,[?/Between the Naze and the North Foreland [England]/?]
16407,21091023_154550,KaggleTestSnippet_HCA_1361_f.474v_One.PNG,HCA 13/61,Signature,Roman,Mariner; Captain and commander [of the ? of Amsterdam],,,,,,Captain Tasse's ship of Amsterdam [man of war],Arent Williamson Tasse [captain],Amsterdam [Holland; United Provinces],,,"""The Instructions given to this rendent for seizinge of shipps of Dublyn (beinge the second schedule interrate) nowe shewed unto him, were not in the same boxe and in the same place of his shippe when she was seized where his Commission and other writings were, neither were the sayd Instructions hidd in any part of the sayd shipp but were in his cheste. And this rendent when his Commissiona nd other writings were founde did tell the Captayne and company of the Hector that those were all the writings he had, but denyeth that he or any of his company did hide or conceale the sayd Instructions, but gave the key of his chest to the sayd Captayne Stokes to looke if there were any more writings, but how longe after the takinge of the sayd shipp by the Hector he knoweth not"" (HCA 13/61 ff.474r-474v); ""For his part he knoweth of noe paper or writinge taken out of the cheste or boxe of the interrate [?Mittee part] by the chirurgeon or any other before or after the takinge of the sayd shipp, neither doh he knowe of any writinge throwen overbord"" (HCA 13/61 f.474v)","""He knoweth not the name of the partye who had plundred the sayd Wittee parts shipp, but as the sayd Wittee art tould him, he which plundred his shipp spake both English and Dutch, but most English, but wheither he ws an Englishman or a Dutchman or of what country he hath not heard neither would he tell his name to the Wittee part (as the sayd Wittee part affirmed) or wheither he had or pretended to have any Commission"" (HCA 13/61 f.474v)",,United Provinces [Holland],,,Amsterdam,Holland,40,1649,Arent,Williamson,Tasse,[?/Between the Naze and the North Foreland [England]/?]
16243,21091023_153523,KaggleTestSnippet_HCA_1361_f.404v.PNG,HCA 13/61,Signature,Roman,Naupegus [shipwright] [on shore]; Viewed damage to ship the Jonas at request of Captain Richard Wiltshire after goods taken out in River Thames,Shipwright,Viewed damage to ship the Jonas at request of Captain Richard Wiltshire after goods taken out in River Thames,,,,Jonas,,,,,,,,England,Wapping,,,Middlesex,25,1649,Owinus,,Taylor,NO VOYAGE DETAILS
16493,21091023_160032,KaggleTestSnippet_HCA_1361_f.510v_One.PNG,HCA 13/61,Signature,Roman,Naupegus [shipwright] [on shore]; Viewed damage to ship the Mary of East Greenwich,Shipwright,,Viewed damage to ship the Mary of East Greenwich,,,Mary of East Greenwich,James Kendall [master],East Greenwich [Kent; England],,LADING AT NEWCASTLE: COAL,,,,England,Wapping,N/A,,Middlesex,24,1649,Owinus,,Taylor,[London [England]/Newcastle [England]/London [England]]
16308,21091023_153949,KaggleTestSnippet_HCA_1361_f.432v.PNG,HCA 13/61,Signature,Roman,Naupegus [shipwright] [on ship]; Present on ketch [of the Endeavour of London],Shipwright,Present on ketch [of the Eneavour of London],,,,Endeavour of London [burthen = 22 to 24 tons] [ketch],William Sinderley,London [England],23,,,,,England,,Saint Olaves Southwark,Southwark,Surrey,23,1649,Johannes,,Terret,[London [England]/Bergen [Norway]/London [England]]
16100,21091023_151146,KaggleTestSnippet_HCA_1361_f.290v.PNG,HCA 13/61,Signature,Roman,Mariner [of the Dragon],Mariner,Mariner [of the Dragon],Present in Penryn at the examination of mariners on a seized ship,,,Dragon [man of war],Anthony Younge [captain],,,,"""Hee this deponent was at the taking and seizure of the shipp the Saint Olave interrogate and saith that the interrogate Henry Johnson, Gabriel Perine and Moosten Dirrickson being of the said shipp's company were after such her seizur carried by this deponent (by order of Anthonie Younge captaine of the shipp the Dragon that tooke her) into Penryn interrogated to be examined, and there hee saith they were examined and upon their oaths before Mr Dewstoe Mayor of Penryn and Thomas Melhish one of the Justices there and their confessions delivered upon their oath were there taken in writing according to what they there delivered and confessed to them, and they all subscribed the same in testimony of the truth thereof, the said Johnson and Dirrickson setting their markes and the said Perine his name therto, and then the same was attested by the said Mayor and Justice at Penryn. All which hee knoweth to be true because hee this deponent was present on the last day of January last at the swearinge and examininge of the said Johnson, Perine and Dirrickson, and sawe their examinations taken in writing and subscribed by them and attested as aforesaid, in the presence of the said Mr Melhinsh in Penryn aforesaid"" (HCA 13/61 f.290v)",,,England,Ratcliffe,Stepney,,Middlesex,25,1649,Robertus,,Thackham,[?/Penryn [Cornwall; England]/?]
15810,21091023_144459,KaggleTestSnippet_HCA_1361_f.114v_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of the Peter of Rotterdam],Mariner,Master [of the Peter of Rotterdam],,,,Peter of Rotterdam [min. est. burthen = 52 tons],Cornelius Theunemans [master],Rotterdam [United Provinces],,,,,,United Provinces,,,Rotterdam,Holland,62,1648,Cornelius,,Thenemans,[Rotterdam [Holland; United Provinces]/Bristol [England]/?]
15812,21091023_144502,KaggleTestSnippet_HCA_1361_f.115r_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of the Peter of Rotterdam],Mariner,Master [of the Peter of Rotterdam],,,,Peter of Rotterdam [min. est. burthen = 52 tons],Cornelius Theunemans [master],Rotterdam [United Provinces],60,,,,,United Provinces,,,Rotterdam,Holland,62,1648,Cornelius,,Thenemans,[Rotterdam [Holland; United Provinces]/Bristol [England]/?]
15797,21091023_144419,KaggleTestSnippet_HCA_1361_f.109v_Two.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of the Peter of Rotterdam],Mariner; Master [of the Peter of Rotterdam],,,,,Peter of Rotterdam [min. est. burthen = 52 tons],Cornelius Theunemans [master],Rotterdam [United Provinces],52,"LADING AT ROTTERDAM: RYE ""The said John Hennekin [the owner of the ship the Peter of Rotterdam] did on or about the fourteenth day of the moneth of May (newe stile) in this present yeere 1648 lade on board the said shipp at Rotterdam in the haven there twenty six lasts of rie or neere thereabouts, to be transported in the said shipp from Rotterdam to the porte of Bristoll in the kingdome of England, which hee knoweth because hee being master of the said shipp did see the same laden and tooke a note of the said quantitie"" (HCA 13/61 f.109v)","""The said John Hennekin [the owner of the ship the Peter of Rotterdam] did on or about the fourteenth day of the moneth of May (newe stile) in this present yeere 1648 lade on board the said shipp at Rotterdam in the haven there twenty six lasts of rie or neere thereabouts, to be transported in the said shipp from Rotterdam to the porte of Bristoll in the kingdome of England, which hee knoweth because hee being master of the said shipp did see the same laden and tooke a note of the said quantitie"" (HCA 13/61 f.109v)",,,United Provinces,,,Rotterdam,Holland,62,1648,Cornelius,,Theuneman,[Rotterdam [Holland; United Provinces]/Bristol [England]/?]
15981,21091023_150015,KaggleTestSnippet_HCA_1361_f.206v.PNG,HCA 13/61,Signature,Roman,"Uxor [wife] [of Richardi Thomas of Ratcliffe, Chirurgi [chirurgion]]","Uxor [wife] [of Richardi Thomas of Ratcliffe, Chirurgi [chirurgion]]",,,,,Simon and James [burthen = 80 tons],Phenix Tyler,,,,,,,England,Ratcliffe,Stepney,,Middlesex,37,1648,Elizabetha,,Thomas,NO VOYAGE DETAILS
15985,21091023_150030,KaggleTestSnippet_HCA_1361_f.208v_One.PNG,HCA 13/61,Signature,Roman,"Uxor [wife] [of Richard Thomas of Ratcliffe, Chirurgi [chirurgion]]","Wife [of Richard Thomas of Ratcliffe, Chirurgi [chirurgion]]",,,,,Simon and James [burthen = 80 tons],Phenix Tyler,,,,,,,England,Ratcliffe,Stepney,,Middlesex,37,1648,Elizabetha,,Thomas,NO VOYAGE DETAILS
16447,21091023_155821,KaggleTestSnippet_HCA_1361_f.493v_One.PNG,HCA 13/61,Signature,Roman,Steersman [of the John Baptist of Ostend],Steersman [of the John Baptist of Ostend],,,,May 3330th 1649,John Baptist of Ostend,Matthys Thomas [steersman],Ostend [Flanders; Spanish Netherlands],,"LADING AT SUNDERLAND: SUNDERLAND COALS; TAR; GOAT SKINS  ""There was then on board her one musket and a mortar peece, two barrells of tarre and a dozen goate skins, and her lading was coales brought from Sunderland, and consigned for Ostend and was built in Holland"" (HCA 13/61 f.493r)",,,,Spanish Netherlands [Flanders],,,Ostend,Flanders,40,1649,Matthys,,Thomas,[Ostend [Flanders; Spanish Netherlands]/Somme [near Saint Valery; France]/?]
16448,21091023_155821,KaggleTestSnippet_HCA_1361_f.493v_Two.PNG,HCA 13/61,Signature,Roman,Steersman [of the John Baptist of Ostend],Steersman [of the John Baptist of Ostend],,,,,John Baptist of Ostend,Matthys Thomas [steersman],Ostend [Flanders; Spanish Netherlands],,LADING AT SUNDERLAND: SUNDERLAND COALS; TAR; GOAT SKINS ,,,,Spanish Netherlands [Flanders],,,Ostend,Flanders,40,1649,Matthys,,Thomas,[Ostend [Flanders; Spanish Netherlands]/Somme [near Saint Valery; France]/?]
15710,21091023_143254,KaggleTestSnippet_HCA_1361_f.46r_One.PNG,HCA 13/61,Signature,Roman,Mercator [merchant]; Passenger [of the Seaflower on homewards voyage],Merchant,Passenger [of the Seaflower on homewards voyage],,,,Seaflower,,,,,,,,England,,Saint Leonards Shoreditch,London,,31,1648,Stephanus,,Thompson,NO VOYAGE DETAILS
15919,21091023_145543,KaggleTestSnippet_HCA_1361_f.178r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Knows the ship [of the ffortune of Kirkady],Mariner,,Neighbour of owners of the ffortune of Kirkady,,Oct 17th 1648,ffortune of Kirkady,ffrancis Hogge [master],Kircaldy [Fife; Scotland],,LADING: SCOTCH COALS,,,,Scotland,,,Preston Ponds,,33,1648,Willielmus,,Thompson,[Kirkaldy [Scotland]/Camphire [Zeeland; United Provinces]
15973,21091023_145938,KaggleTestSnippet_HCA_1361_f.202r_Two.PNG,HCA 13/61,Signature,Roman,Mariner; One of the company [of the Robert of Preston Ponds],Mariner,One of the company [of the Robert of Preston Ponds],,,Jul 14th 1648,Robert of Preston Ponds,,Prestonpans [Scotland],,LADING: FISH; BARLEY; IRON ORDNANCE; POWDER; LAMB SKINS,,,,Scotland,,,Preston Ponds,,18,1648,Thomas,,Thompson,[Undernes/[Scotland]/Waterford [Ireland]]
15885,21091023_145335,KaggleTestSnippet_HCA_1361_f.161v.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Gunner's mate [of the Daniel of London],Mariner,Gunner's mate [of the Daniel of London],,,,Daniel of London,Daniel Gates [master],London [England],,LADING AT NEWFOUNDLAND: NEWFOUNDLAND FISH,,,,England,Redriff,,,Surrey,22,1648,Guilielmus,,Thonton,[?/Newfoundland/Alicante [Spain]/?]
16363,21091023_154306,KaggleTestSnippet_HCA_1361_f.455r.PNG,HCA 13/61,Signature,Roman,Yeoman; Part-owner [of the Susan of Malden],Yeoman,Part-owner [of the Susan of Malden],,,,Susan of Malden [hoy],Jeremy Neale [master],Malden [Essex; England],,,,,,England,,,Steeple,Essex,29,1649,Willielmus,,Thorowgood,[Malden [Essex; England]/London [England]/?]
16269,21091023_153707,KaggleTestSnippet_HCA_1361_f.415v.PNG,HCA 13/61,Signature,Roman,Naupegus [shipwright] [on ship]; One of the company [of the Constant Warwick],Shipwright,One of the company [of the Constant Warwick],,,,Constant Warwick,,,,,,,,England,Ratcliffe,Stepney,,Middlesex,24,1649,Willielmus,,Tibballs,[?/Downs [Kent; England]/Holland/?]
